product_id,category_id,brand_id,width,height,depth,weight,monthly_demand,price,unit_margin
21825,212,35,117.0703444248,118.7645736073,102.1348181897,0.8047672488,7,15.120002,5.557501
21824,212,35,116.0221022608,90.8532032413,104.0576066252,1.1574457683,7.6666666667,14.973333,7.591111
28643,212,35,80.3414268851,113.2683075054,103.5742897492,1.0517256947,14.3333333333,14.939252,8.326324
101120,212,35,116.0953434146,84.7268623967,121.1804164409,0.8633529297,6.3333333333,14.44898,10.785
32857,212,35,123.9525060036,112.4101267939,76.6519186396,0.8264382231,2.6666666667,16.25,10.642857
32855,212,35,102.4078914208,90.7717594402,75.5730122939,0.9724109598,5.3333333333,14.696272,7.5625
30713,212,35,78.2055211078,97.863610606699993,97.863610606699993,0.9786361061,1,33.987045,14.547045
101119,212,35,76.9939594069,116.5847374785,123.0570605528,0.7672573959,5.6666666667,15.766667,11.722222
103984,212,35,99.5905004712,76.3190760485,76.682399851,1.0710020892,3.6666666667,9.235294,9.235294
32858,212,35,103.8842624637,83.3847328417,92.3409099598,0.929073539,10,15.392857,8.829384
21823,212,35,117.9933338566,75.588496146,108.8633669614,0.8764965202,11.6666666667,15.276304,8.174063
103983,212,35,101.8984354706,87.0467750589,84.7268623967,1.2118041644,1.6666666667,9.235294,8.974265
113790,212,35,88.7958955049,118.1959180595,104.0378582467,0.9672084059,2.3333333333,16.524194,7.798387
21822,212,35,91.1509015275,105.6579715096,98.1012892427,0.8406324317,11.6666666667,15.246135,5.748333
31266,212,128,76.4849584757,117.0703444248,118.7645736073,1.0213481819,54.3333333333,1.087,0.618
31268,212,128,95.0842869084,107.1034105504,113.2383031267,0.9118766729,18,1.15,0.680769
19497,212,128,84.8581294054,124.6683837811,97.5422567073,0.9411118495,30,1.064615,0.554615
19494,212,128,105.4230768829,104.0746163033,87.4550677319,0.7668239985,18.6666666667,1.115455,0.627273
19492,212,128,116.5335391782,83.3107217783,112.9587596385,0.90318357,29.3333333333,1.077037,0.593704
19495,212,128,110.8653120777,90.1633203485,109.6654007113,0.8685431533,32,1.089286,0.606429
19493,212,128,89.0187964771,87.0051515033,79.7667450239,0.9493675516,50,1.088966,0.594286
32811,212,348,123.3029965571,92.9355602731,124.7847349215,1.2109559854,28.3333333333,1.148696,0.681304
32789,212,348,112.8694365858,120.0680780174,91.8164191182,1.0585707383,19,1.105652,0.613913
32798,212,348,88.9907736786,100.275229053,112.2779813092,1.1560711281,25.3333333333,1.101786,0.563889
32808,212,348,117.9864222596,83.2337317146,109.1656313808,0.7855537537,15.6666666667,1.162105,0.621579
32787,212,348,117.9139642983,78.8320411869,106.0980105021,0.9528078212,32.3333333333,1.068636,0.53129
32806,212,348,78.7396878437,88.9207507767,95.5734578063,0.8774534682,29.3333333333,1.159286,0.578
32782,212,348,124.397648346,85.1571153188,77.5085492083,1.0727592015,28,1.1024,0.642
32813,212,348,82.1123791183,123.7117573565,98.8079131115,1.2470187264,28.6666666667,1.368889,0.730556
32801,212,348,116.4763319471,98.1459177372,78.8122818629,0.8034142689,28.3333333333,1.0545,0.499
32809,212,348,95.5734578063,87.7453468175,87.1758881355,1.0027522905,13,1.1275,0.5675
32795,212,348,93.2735948914,79.3650743433,101.8984354706,0.8704677506,19,1.178889,0.783333
32799,212,348,92.9365806084,76.9939594069,116.5847374785,1.2305706055,25,1.089,0.5085
32818,212,348,93.740187772,94.3778147555,101.4574097725,1.1520515233,13,4.38,2.477333
32805,212,348,103.5701297345,87.7453468175,87.1758881355,1.0027522905,25.6666666667,1.138148,0.623684
32819,212,348,120.7425041695,81.5660300345,93.4387957433,0.8495056767,15.3333333333,4.37875,2.472857
32802,212,348,95.2940792157,100.2970206885,86.8543153255,0.9611509848,31.6666666667,1.062941,0.591
32822,212,348,115.9903098033,114.4831958067,118.8046634445,0.8060795013,8,4.378182,2.614545
32817,212,348,95.8448454395,99.5528173443,123.3029965571,0.9293556027,11.3333333333,4.379167,2.493636
32796,212,348,77.5148749025,121.0955985385,116.4969051167,0.8436904369,29,1.090588,0.638824
32821,212,348,109.4442205402,92.5618744725,123.7117573565,0.9880791311,6,4.38,2.726667
32797,212,348,78.887100811,88.5411867115,102.4078914208,0.9077175944,19.6666666667,1.0975,0.5425
32792,212,348,116.0471382554,106.5550346794,91.8164191182,1.0585707383,14.3333333333,1.08,0.609677
32814,212,348,120.0029109578,113.9408216282,92.3409099598,0.929073539,22.6666666667,1.412727,0.844091
32816,212,348,103.5701297345,87.7453468175,87.1758881355,1.0027522905,10.6666666667,1.429,0.839
32800,212,348,124.7018726376,85.1571153188,77.5085492083,1.0727592015,22,1.152727,0.599167
32823,212,348,89.9113464068,97.9595336579,99.1784511711,0.8295801137,3.3333333333,4.38,2.69
32793,212,348,83.3847328417,92.3409099598,92.907353904,0.9335840726,19.6666666667,1.144107,0.716
32820,212,348,103.6288369671,113.1789387354,102.0710343947,1.1257432557,8.3333333333,4.268125,2.640625
32783,212,348,112.1058638718,92.8454089264,90.4792668102,1.159903098,37,1.103333,0.653333
32786,212,348,101.485310747,93.2190583843,92.9374184402,1.1000225391,27,1.097143,0.593571
113016,212,371,92,146,157,0.0068,8.3333333333,9.842857,5.64
34542,212,371,107.3967203208,102.4059526906,113.5329608936,1.0614508474,55.6666666667,1.186818,0.597121
34539,212,371,104.0576066252,115.7445768277,78.7396878437,0.8892075078,31,1.194146,0.636341
113010,212,371,92,146,157,8.5e-4,8,1.433238,0.858238
113014,212,371,92,146,157,8.5e-4,12.6666666667,1.306429,0.762857
34536,212,371,91.335617165,84.6718167446,79.8170557222,0.7668239985,96.3333333333,1.213363,0.617788
34541,212,371,101.9540782303,117.4712507989,123.9426845598,1.1323934607,79.3333333333,1.193784,0.621264
113012,212,371,92,146,157,8.5e-4,12.6666666667,1.31,0.767273
109675,212,423,105,95,370,8.5e-4,47.3333333333,0.921333,0.421333
109670,212,423,105,95,370,8.5e-4,18,1.007,0.405312
109673,212,423,105,95,370,8.5e-4,14.6666666667,0.965,0.4725
109669,212,423,105,95,370,8.5e-4,21.6666666667,1.018947,0.446316
109671,212,423,105,95,370,8.5e-4,16.3333333333,0.996286,0.418
109659,212,424,100,150,110,8.5e-4,25,1.392,0.86
109658,212,424,100,150,110,8.5e-4,33,1.3925,0.83125
109660,212,424,100,150,110,8.5e-4,27.3333333333,1.241765,0.767059
109657,212,424,100,150,110,8.5e-4,30.3333333333,1.252581,0.773226
109656,212,424,100,150,110,8.5e-4,25,1.259091,0.781212
